Wall time,Step,Value
1579532439.8215892,740800,-814.2363891601562
1579532441.4682894,745600,-1102.845947265625
1579532442.0194871,747200,-532.7210083007812
1579532442.0197108,747200,-400.9205627441406
1579532442.5719664,748800,-1349.4779052734375
1579532442.572241,748800,-1249.118896484375
1579532442.572422,748800,-1262.542236328125
1579532443.677188,752000,-3.1760778427124023
1579532443.6778827,752000,-2.0837268829345703
1579532444.7907495,755200,-132.8665771484375
1579532445.3568215,756800,-1212.3472900390625
1579532446.4490466,760000,-139.4027862548828
1579532446.4492776,760000,-135.49343872070312
1579532446.4496417,760000,-136.51284790039062
1579532447.5769193,763200,-1153.486572265625
1579532448.1353226,764800,-272.3035888671875
1579532448.1354952,764800,-404.971923828125
1579532448.6894658,766400,-273.7897033691406
1579532449.268254,768000,-2.1895084381103516
1579532451.4566457,774400,-1521.238037109375
1579532451.4571118,774400,-1528.472900390625
1579532451.9931939,776000,-1.7002846002578735
1579532455.3254936,785600,-430.1741027832031
1579532455.8809934,787200,-1.2222610712051392
1579532455.881743,787200,-1.1152955293655396
1579532456.426146,788800,-1.3435211181640625
1579532456.9768577,790400,-1353.262939453125
1579532457.5313034,792000,-1409.6990966796875
1579532458.077256,793600,-1259.4586181640625
1579532459.7608438,798400,-1191.8363037109375
1579532460.3271134,800000,-1495.1077880859375
1579532460.8912463,801600,-403.774169921875
1579532461.4596264,803200,-3.499419689178467
1579532461.459717,803200,-3.4612135887145996
1579532462.0214775,804800,-1141.2135009765625
1579532463.1242025,808000,-269.8080139160156
1579532463.1245084,808000,-270.2352294921875
1579532463.679669,809600,-664.564453125
1579532466.9958956,819200,-1500.6534423828125
1579532467.5465183,820800,-1114.6632080078125
1579532467.5466068,820800,-1019.4093017578125
1579532468.1034455,822400,-1.2817500829696655
1579532473.0752118,836800,-682.139892578125
1579532474.1716578,840000,-134.2875213623047
1579532474.171768,840000,-135.21041870117188
1579532474.1719828,840000,-135.71275329589844
1579532474.1721807,840000,-135.0654296875
1579532474.7268076,841600,-1506.434814453125
1579532474.726908,841600,-1506.434814453125
1579532476.3902278,846400,-276.5895690917969
1579532476.9431205,848000,-1376.6500244140625
1579532476.943412,848000,-1336.3165283203125
1579532477.4899166,849600,-1.5159966945648193
1579532478.04116,851200,-1214.1259765625
1579532478.6052573,852800,-1492.10400390625
1579532479.1576653,854400,-132.71856689453125
1579532479.1577609,854400,-132.873046875
1579532480.263256,857600,-707.9533081054688
1579532481.3579586,860800,-132.11428833007812
1579532481.9190862,862400,-937.51513671875
1579532481.9194014,862400,-1002.0993041992188
1579532482.4852715,864000,-407.52911376953125
1579532482.4855032,864000,-554.3223876953125
1579532483.6182277,867200,-263.9041442871094
1579532483.61863,867200,-263.3008728027344
1579532484.175979,868800,-404.1308288574219
1579532486.3986928,875200,-1493.3250732421875
1579532486.9531028,876800,-685.6350708007812
1579532488.0655358,880000,-906.9179077148438
1579532488.627508,881600,-400.3690490722656
1579532488.6280801,881600,-660.5079345703125
1579532489.1635005,883200,-271.80938720703125
1579532489.1635957,883200,-542.0714721679688
1579532490.2829673,886400,-398.7225341796875
1579532490.8397005,888000,-0.4405062198638916
1579532493.0475144,894400,-1103.9256591796875
1579532493.6079633,896000,-786.9197998046875
1579532494.743911,899200,-1.9348713159561157
1579532494.7440884,899200,-1.6297850608825684
1579532495.8484404,902400,-1490.0924072265625
1579532495.8485255,902400,-1490.0924072265625
1579532497.5394313,907200,-132.58399963378906
1579532497.5395224,907200,-134.20179748535156
1579532497.5397751,907200,-132.39743041992188
1579532498.0643275,908800,-682.9299926757812
1579532499.1850896,912000,-0.8366032838821411
1579532500.8345845,916800,-0.5504840016365051
1579532500.8348682,916800,-0.4831070601940155
1579532501.948219,920000,-7.337136745452881
1579532501.9485412,920000,-7.329033851623535
1579532501.9487333,920000,-7.372305393218994
1579532501.9489224,920000,-7.273396015167236
1579532503.0455198,923200,-1479.66455078125
1579532504.1622987,926400,-264.7347106933594
1579532505.8404124,931200,-1232.2498779296875
1579532506.3992646,932800,-1210.8358154296875
1579532506.975073,934400,-1.1349408626556396
1579532506.9755073,934400,-1.1766167879104614
1579532507.5250092,936000,-130.4846954345703
1579532507.5251067,936000,-130.89901733398438
1579532507.5252013,936000,-130.2047882080078
1579532508.0595765,937600,-1507.5086669921875
1579532510.3055503,944000,-793.8809204101562
1579532510.3060133,944000,-795.112060546875
1579532511.429316,947200,-603.2918090820312
1579532512.5145009,950400,-666.7281494140625
1579532512.514847,950400,-665.589111328125
1579532512.5149286,950400,-673.4415283203125
1579532513.072529,952000,-264.3636779785156
1579532513.6568463,953600,-428.5866394042969
1579532513.6570828,953600,-426.9416198730469
1579532514.7564082,956800,-274.38336181640625
1579532514.7566962,956800,-141.28257751464844
1579532515.3152506,958400,-690.3753051757812
1579532515.315361,958400,-685.0576171875
1579532515.873628,960000,-1215.059814453125
1579532516.4351578,961600,-1232.955322265625
1579532516.4353518,961600,-276.2415771484375
1579532516.4356062,961600,-1299.8590087890625
1579532519.23263,969600,-275.85382080078125
1579532519.787643,971200,-397.4571228027344
1579532520.8916194,974400,-142.51832580566406
1579532521.4475267,976000,-576.6564331054688
1579532522.5445807,979200,-390.6768798828125
1579532524.1971624,984000,-1.0214924812316895
1579532525.8808763,988800,-128.31028747558594
1579532525.8811529,988800,-128.67910766601562
1579532526.9928663,992000,-539.9771728515625
1579532527.5395882,993600,-1507.25634765625
1579532528.102371,995200,-646.7650756835938
1579532528.102642,995200,-518.3853149414062
1579532528.6566732,996800,-1497.166015625
1579532528.65679,996800,-1497.166015625
1579532531.4666147,1004800,-265.6673583984375
1579532532.0224128,1006400,-129.93186950683594
1579532532.0227036,1006400,-128.51937866210938
1579532532.5740516,1008000,-1490.267822265625
1579532533.6650386,1011200,-266.1539001464844
1579532533.6652164,1011200,-265.7677001953125
1579532533.665326,1011200,-267.19580078125
1579532534.2190144,1012800,-272.7872314453125
1579532535.336717,1016000,-1237.1837158203125
1579532536.986419,1020800,-1.1683926582336426
1579532537.5304244,1022400,-1.4517083168029785
1579532538.6289196,1025600,-0.6062203049659729
1579532539.1753325,1027200,-838.3311767578125
1579532539.1758792,1027200,-820.709716796875
1579532541.4334126,1033600,-0.38109907507896423
1579532541.433879,1033600,-0.36926859617233276
1579532542.5684588,1036800,-1.6012204885482788
1579532544.2286417,1041600,-679.63330078125
1579532544.78647,1043200,-1491.1353759765625
1579532545.8960674,1046400,-815.5853881835938
1579532546.4573483,1048000,-1.2659621238708496
1579532546.457735,1048000,-1.281354546546936
1579532547.0136116,1049600,-262.6771240234375
1579532548.677851,1054400,-814.4180908203125
1579532550.3213775,1059200,-267.38836669921875
1579532551.9616349,1064000,-1367.3048095703125
1579532553.0688872,1067200,-1497.3216552734375
1579532554.1646366,1070400,-2.0124223232269287
1579532554.7176702,1072000,-132.48182678222656
1579532555.2840056,1073600,-391.66357421875
1579532556.3917897,1076800,-403.083984375
1579532558.046117,1081600,-1478.0032958984375
1579532559.1490438,1084800,-265.57720947265625
1579532560.2819283,1088000,-134.27516174316406
1579532560.8206506,1089600,-0.4598158299922943
1579532560.8210883,1089600,-0.45866549015045166
1579532563.5623498,1097600,-399.57550048828125
1579532564.1215258,1099200,-131.5499267578125
1579532564.1218798,1099200,-131.4717559814453
1579532564.6776679,1100800,-131.62530517578125
1579532565.2289703,1102400,-267.6526794433594
1579532565.794907,1104000,-129.78684997558594
1579532565.7953231,1104000,-129.8457794189453
1579532565.7955542,1104000,-129.7545928955078
1579532567.4762764,1108800,-264.46539306640625
1579532568.0201392,1110400,-1248.1585693359375
1579532569.1286092,1113600,-681.940673828125
1579532569.693137,1115200,-131.1766357421875
1579532569.693277,1115200,-133.21493530273438
1579532570.8095539,1118400,-599.0571899414062
1579532570.8097312,1118400,-603.6826171875
1579532571.362058,1120000,-1499.7825927734375
1579532571.9179897,1121600,-428.7760314941406
1579532572.4822252,1123200,-134.71780395507812
1579532573.04724,1124800,-1219.289794921875
1579532573.598485,1126400,-275.42779541015625
1579532575.8392913,1132800,-450.1241149902344
1579532575.8394504,1132800,-449.33734130859375
1579532576.4010854,1134400,-720.1669311523438
1579532576.9635162,1136000,-1219.2818603515625
1579532580.3111906,1145600,-0.23310233652591705
1579532580.3114512,1145600,-0.2356104701757431
1579532581.4174495,1148800,-134.78890991210938
1579532582.494609,1152000,-1491.748291015625
1579532584.136277,1156800,-261.67376708984375
1579532584.1365569,1156800,-261.13372802734375
1579532584.6937876,1158400,-1.2938669919967651
1579532584.6943343,1158400,-1.2701557874679565
1579532585.7807207,1161600,-527.63818359375
1579532586.3380787,1163200,-954.5474243164062
1579532587.4508834,1166400,-404.9224548339844
1579532587.4511724,1166400,-407.62298583984375
1579532587.989338,1168000,-263.107177734375
1579532589.6537921,1172800,-3.834135055541992
1579532590.230384,1174400,-405.6911926269531
1579532590.23101,1174400,-405.0702209472656
1579532591.8785272,1179200,-1491.3529052734375
1579532592.437858,1180800,-1494.59765625
1579532592.9846842,1182400,-694.6201782226562
1579532593.5620399,1184000,-1.4831390380859375
1579532594.6756272,1187200,-128.7550048828125
1579532594.6760492,1187200,-129.3714141845703
1579532594.6761463,1187200,-128.74203491210938
1579532596.3367178,1192000,-132.99508666992188
1579532596.3372085,1192000,-131.8018798828125
1579532596.3374295,1192000,-131.5721435546875
1579532596.8931084,1193600,-269.9577331542969
1579532597.4545085,1195200,-694.9561767578125
1579532598.5608535,1198400,-134.6378173828125
1579532600.2271352,1203200,-136.06761169433594
1579532600.2274704,1203200,-135.8440399169922
